AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,1.1,,,,15.4,21.3,1.2
Institutional_Ownership,16.5,17.2,16.7,18.8,26.4,16.3,24.7
Net_Insider_Purchases,20.0,0.0,0.0,0.0,-365.0,-557.0,39.0
No_of_Employees,73.0,73.0,73.0,73.0,73.0,73.0,82.0
No_of_Institutions,38.0,41.0,42.0,47.0,51.0,39.0,43.0
