AAII_KEY_STATISTICS_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,18.4,7.4,5.5,5.4
Institutional_Ownership,17.8,17.3,12.0,12.0
Net_Insider_Purchases,331.0,325.0,205.0,229.0
No_of_Employees,180.0,180.0,209.0,209.0
No_of_Institutions,27.0,26.0,26.0,28.0
