AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022
Insider_Ownership,,
Institutional_Ownership,9.1,2.0
Net_Insider_Purchases,0.0,0.0
No_of_Employees,92.0,
No_of_Institutions,25.0,24.0
