AAII_KEY_STATISTICS_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,87.0,87.0,87.0,87.0
Institutional_Ownership,2.3,2.3,3.1,3.2
Net_Insider_Purchases,0.0,0.0,0.0,0.0
No_of_Employees,16167.0,16167.0,16167.0,16167.0
No_of_Institutions,31.0,26.0,30.0,32.0
