AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,09/30/2020
Insider_Ownership,9.8,9.8,0.2,0.0,,12.5,13.1
Institutional_Ownership,68.0,68.2,74.7,92.3,86.6,86.9,0.0
Net_Insider_Purchases,-800.0,-800.0,41.0,0.0,0.0,17449.0,17449.0
No_of_Employees,94.0,91.0,91.0,65.0,65.0,65.0,63.0
No_of_Institutions,77.0,90.0,109.0,112.0,94.0,90.0,0.0
