AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,5.0,5.5,5.3,14.7,15.7,15.8,15.5
Institutional_Ownership,48.4,46.9,41.6,44.2,46.0,48.5,46.8
Net_Insider_Purchases,9.0,29.0,22.0,-90.0,-145.0,-140.0,14.0
No_of_Employees,206.0,222.0,222.0,251.0,251.0,251.0,235.0
No_of_Institutions,133.0,136.0,101.0,87.0,99.0,104.0,112.0
