AAII_KEY_STATISTICS_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,1.9,1.5,0.4,1.7,2.4
Institutional_Ownership,67.4,72.2,71.3,78.3,78.6
Net_Insider_Purchases,527.0,411.0,140.0,-82.0,-307.0
No_of_Employees,176.0,176.0,176.0,178.0,178.0
No_of_Institutions,211.0,214.0,205.0,211.0,216.0
