AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021
Insider_Ownership,1.5,17.9,6.7,0.1
Institutional_Ownership,30.8,29.4,15.8,31.0
Net_Insider_Purchases,228.0,401.0,4247.0,7914.0
No_of_Employees,1037.0,579.0,579.0,0.0
No_of_Institutions,132.0,117.0,98.0,66.0
