AAII_KEY_STATISTICS_DATA,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.2,0.0,0.0
Institutional_Ownership,,98.6,98.5
Net_Insider_Purchases,15.0,2.0,2.0
No_of_Employees,25000.0,28000.0,28000.0
No_of_Institutions,519.0,535.0,554.0
