AAII_KEY_STATISTICS_DATA,03/31/2023,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,4.5,4.4,4.2,4.3,1.7,1.7,4.3,4.2
Institutional_Ownership,80.4,81.1,80.9,79.6,78.7,77.6,78.1,76.4
Net_Insider_Purchases,179.0,134.0,88.0,124.0,-84.0,-85.0,188.0,200.0
No_of_Employees,1335.0,1165.0,1165.0,1165.0,1099.0,1099.0,1099.0,1099.0
No_of_Institutions,341.0,338.0,319.0,325.0,330.0,321.0,302.0,300.0
