AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,4.0,4.0,0.3,3.2,3.3,2.0,0.9,2.4
Institutional_Ownership,70.4,73.1,77.7,81.1,78.1,37.6,79.3,78.2
Net_Insider_Purchases,35.0,161.0,10.0,105.0,208.0,103.0,-10.0,213.0
No_of_Employees,2200.0,2200.0,2150.0,2150.0,2150.0,2150.0,2600.0,2600.0
No_of_Institutions,95.0,104.0,118.0,92.0,93.0,86.0,82.0,82.0
