AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021
Insider_Ownership,0.2,0.0,,11.6
Institutional_Ownership,67.8,71.2,63.7,63.2
Net_Insider_Purchases,-77.0,-879.0,0.0,17140.0
No_of_Employees,248.0,238.0,116.0,169.0
No_of_Institutions,123.0,111.0,77.0,66.0
