AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,6.0,4.9,,0.1,6.2,6.3,0.0,0.1
Institutional_Ownership,36.9,41.1,55.0,57.2,42.7,28.4,42.8,42.8
Net_Insider_Purchases,4015.0,2000.0,0.0,2.0,785.0,767.0,-20.0,-2.0
No_of_Employees,3370.0,3370.0,,,,,,
No_of_Institutions,124.0,138.0,150.0,144.0,125.0,110.0,103.0,108.0
