AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022
Insider_Ownership,0.4,
Institutional_Ownership,78.3,5.9
Net_Insider_Purchases,10.0,0.0
No_of_Employees,0.0,
No_of_Institutions,7.0,5.0
