AAII_KEY_STATISTICS_DATA,12/31/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020,06/30/2020
Insider_Ownership,3.7,2.2,1.8,1.8,,1.6,2.5
Institutional_Ownership,30.3,32.4,35.3,36.7,,35.0,35.3
Net_Insider_Purchases,34.0,-3.0,3.0,11.0,,10.0,29.0
No_of_Employees,98.0,98.0,93.0,93.0,93.0,103.0,103.0
No_of_Institutions,33.0,32.0,32.0,38.0,,31.0,38.0
