AAII_KEY_STATISTICS_DATA,03/31/2022,12/31/2021,06/30/2021,12/31/2020
Insider_Ownership,3.8,5.5,2.7,6.9
Institutional_Ownership,4.8,5.2,3.9,1.7
Net_Insider_Purchases,53.0,120.0,39.0,202.0
No_of_Employees,9.0,9.0,8.0,8.0
No_of_Institutions,14.0,17.0,14.0,10.0
