AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.2,0.2,0.2,0.1,0.3,0.3,0.3,0.2,0.2
Institutional_Ownership,94.1,93.7,94.0,92.8,93.3,94.9,96.2,95.8,96.5
Net_Insider_Purchases,-1.0,-14.0,7.0,-4.0,-10.0,1.0,10.0,3.0,3.0
No_of_Employees,21600.0,20300.0,20300.0,20300.0,20300.0,20300.0,20300.0,26400.0,26400.0
No_of_Institutions,1895.0,1930.0,1978.0,1863.0,1842.0,1860.0,1809.0,1743.0,1755.0
