AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.9,0.7,0.3,1.3,1.3,0.9,1.0,0.7
Institutional_Ownership,,,85.5,,96.5,92.9,95.0,95.3
Net_Insider_Purchases,-2.0,69.0,1992.0,109.0,136.0,73.0,99.0,85.0
No_of_Employees,673.0,673.0,611.0,611.0,611.0,611.0,652.0,652.0
No_of_Institutions,258.0,258.0,224.0,222.0,226.0,204.0,203.0,205.0
