AAII_KEY_STATISTICS_DATA,03/31/2022,09/30/2021,03/31/2021
Insider_Ownership,0.1,29.8,
Institutional_Ownership,,,
Net_Insider_Purchases,0.0,0.0,
No_of_Employees,3.0,3.0,1.0
No_of_Institutions,,,
