AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,13.2,15.1,2.6,25.9,15.2,15.0,18.6,1.8,1.6
Institutional_Ownership,49.3,48.9,46.3,34.1,31.5,17.6,18.7,28.2,28.6
Net_Insider_Purchases,-123.0,-231.0,430.0,-2198.0,467.0,658.0,707.0,269.0,220.0
No_of_Employees,224.0,174.0,174.0,149.0,130.0,119.0,119.0,125.0,127.0
No_of_Institutions,189.0,185.0,167.0,155.0,157.0,134.0,120.0,126.0,131.0
