AAII_KEY_STATISTICS_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.8,1.7,1.7,0.8,1.4
Institutional_Ownership,75.1,77.0,79.3,81.4,82.7
Net_Insider_Purchases,28.0,333.0,333.0,86.0,141.0
No_of_Employees,15.0,15.0,15.0,14.0,14.0
No_of_Institutions,205.0,212.0,211.0,218.0,216.0
