AAII_KEY_STATISTICS_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,1.4,1.0,0.4,2.2,2.2
Institutional_Ownership,,81.8,,,
Net_Insider_Purchases,18.0,-31.0,-3.0,126.0,103.0
No_of_Employees,109.0,109.0,109.0,125.0,125.0
No_of_Institutions,272.0,255.0,243.0,232.0,231.0
