AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021
Insider_Ownership,0.4,0.0,0.6,0.2,0.2
Institutional_Ownership,99.6,99.0,82.3,88.8,96.0
Net_Insider_Purchases,34.0,29.0,306.0,34.0,0.0
No_of_Employees,17700.0,17000.0,17000.0,17200.0,17200.0
No_of_Institutions,224.0,217.0,179.0,106.0,87.0
