AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021
Insider_Ownership,7.4,8.2,0.8,26.3
Institutional_Ownership,46.5,47.1,37.0,28.7
Net_Insider_Purchases,-80754.0,-6827.0,-5015.0,23093.0
No_of_Employees,202.0,97.0,97.0,
No_of_Institutions,199.0,179.0,129.0,66.0
