AAII_KEY_STATISTICS_DATA,12/31/2021,12/31/2020,06/30/2020,12/31/2019
Insider_Ownership,,,,
Institutional_Ownership,32.0,20.2,33.1,13.6
Net_Insider_Purchases,,,,
No_of_Employees,409.0,324.0,820.0,820.0
No_of_Institutions,35.0,26.0,24.0,16.0
