AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.9,0.7,0.5,0.7,0.5,0.0,0.6,0.8
Institutional_Ownership,,,,,,,,
Net_Insider_Purchases,96.0,84.0,17.0,34.0,15.0,-6.0,26.0,39.0
No_of_Employees,535.0,535.0,505.0,505.0,505.0,520.0,520.0,520.0
No_of_Institutions,406.0,408.0,359.0,343.0,367.0,356.0,380.0,387.0
