AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021
Insider_Ownership,,,,,,3.2
Institutional_Ownership,97.5,96.7,97.5,97.9,88.5,91.2
Net_Insider_Purchases,0.0,0.0,0.0,0.0,0.0,1497.0
No_of_Employees,,,,,,
No_of_Institutions,61.0,56.0,53.0,55.0,56.0,61.0
