AAII_KEY_STATISTICS_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020
Insider_Ownership,,,,,
Institutional_Ownership,8.6,7.0,9.0,8.9,0.0
Net_Insider_Purchases,,,,,
No_of_Employees,5094.0,5094.0,5100.0,5100.0,5100.0
No_of_Institutions,14.0,16.0,16.0,24.0,0.0
