AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,2.2,2.2,2.1,1.5,1.6,1.8,1.9,2.6
Institutional_Ownership,,,92.2,86.0,83.3,83.8,80.8,56.0
Net_Insider_Purchases,151.0,151.0,-537.0,-105.0,-118.0,-9.0,39.0,31631.0
No_of_Employees,65.0,52.0,44.0,32.0,29.0,24.0,23.0,19.0
No_of_Institutions,165.0,171.0,172.0,177.0,166.0,147.0,133.0,47.0
