AAII_KEY_STATISTICS_DATA,09/30/2021,03/31/2021,09/30/2020,03/31/2020
Insider_Ownership,,,,
Institutional_Ownership,0.2,0.7,1.5,0.3
Net_Insider_Purchases,,,,
No_of_Employees,43.0,43.0,21.0,21.0
No_of_Institutions,2.0,4.0,6.0,3.0
