AAII_KEY_STATISTICS_DATA,12/31/2022,06/30/2022
Insider_Ownership,93.7,97.5
Institutional_Ownership,12.6,25.1
Net_Insider_Purchases,77172.0,83954.0
No_of_Employees,927.0,
No_of_Institutions,12.0,64.0
