AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.6,1.0,1.3,0.6,0.8,1.3,1.0,0.9,0.9
Institutional_Ownership,96.1,95.6,94.7,94.0,95.1,95.7,95.3,95.5,95.8
Net_Insider_Purchases,1.0,41.0,74.0,1.0,42.0,98.0,57.0,43.0,43.0
No_of_Employees,4200.0,4100.0,4100.0,4000.0,4000.0,4000.0,4000.0,4200.0,4200.0
No_of_Institutions,664.0,686.0,659.0,650.0,642.0,654.0,657.0,647.0,647.0
