AAII_KEY_STATISTICS_DATA,12/31/2022,12/31/2021
Insider_Ownership,,
Institutional_Ownership,2.7,0.7
Net_Insider_Purchases,0.0,0.0
No_of_Employees,15.0,13.0
No_of_Institutions,8.0,7.0
