AAII_KEY_STATISTICS_DATA,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,,,
Institutional_Ownership,43.8,43.6,44.9
Net_Insider_Purchases,,,
No_of_Employees,709.0,709.0,709.0
No_of_Institutions,12.0,13.0,12.0
