AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.5,0.7,0.2,0.3,0.9,0.8,0.4,0.6
Institutional_Ownership,90.3,88.9,87.6,90.5,86.8,86.7,83.5,85.7
Net_Insider_Purchases,-86.0,119.0,-34.0,54.0,162.0,96.0,-41.0,52.0
No_of_Employees,690.0,690.0,623.0,623.0,623.0,623.0,685.0,685.0
No_of_Institutions,357.0,381.0,319.0,302.0,305.0,317.0,296.0,298.0
