AAII_KEY_STATISTICS_DATA,12/31/2022,12/31/2021,06/30/2021
Insider_Ownership,,,
Institutional_Ownership,0.2,0.2,
Net_Insider_Purchases,,,
No_of_Employees,58.0,27.0,
No_of_Institutions,6.0,4.0,
