AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,1.3,1.3,0.1,0.1,1.4,1.4,0.8,0.8
Institutional_Ownership,57.8,72.8,84.0,85.1,96.4,86.1,95.5,88.8
Net_Insider_Purchases,-128.0,-130.0,-1.0,-1.0,647.0,635.0,-346.0,-364.0
No_of_Employees,124.0,124.0,103.0,103.0,103.0,103.0,83.0,83.0
No_of_Institutions,100.0,135.0,144.0,143.0,146.0,139.0,123.0,119.0
