AAII_KEY_STATISTICS_DATA,06/30/2022,12/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,,,,,
Institutional_Ownership,32.4,48.8,48.9,48.1,48.0
Net_Insider_Purchases,,,,,
No_of_Employees,858.0,858.0,848.0,730.0,730.0
No_of_Institutions,24.0,30.0,36.0,45.0,44.0
