AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021
Insider_Ownership,7.8,9.1,29.2,4.3,4.3
Institutional_Ownership,27.3,28.3,20.6,33.9,39.6
Net_Insider_Purchases,395.0,4741.0,11718.0,79952.0,79908.0
No_of_Employees,120.0,130.0,130.0,,
No_of_Institutions,58.0,61.0,67.0,82.0,84.0
