AAII_KEY_STATISTICS_DATA,09/30/2021,06/30/2021,06/30/2020
Insider_Ownership,,,
Institutional_Ownership,1.2,1.2,1.2
Net_Insider_Purchases,,,
No_of_Employees,20865.0,20865.0,20865.0
No_of_Institutions,2.0,3.0,3.0
