AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Insider_Ownership,3.0,0.7,0.5,0.2,0.2,13.0,32.1
Institutional_Ownership,12.2,10.9,15.1,11.9,14.7,28.8,8.3
Net_Insider_Purchases,104.0,18.0,45.0,9.0,4.0,413.0,360.0
No_of_Employees,8.0,8.0,5.0,5.0,5.0,5.0,5.0
No_of_Institutions,47.0,48.0,34.0,41.0,32.0,19.0,20.0
