AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,2.3,0.8,0.4,0.0,2.7,2.8,0.0
Institutional_Ownership,57.8,54.8,54.6,55.9,58.4,56.0,57.0
Net_Insider_Purchases,-9.0,0.0,7.0,-1.0,-4.0,-4.0,-3.0
No_of_Employees,284.0,276.0,276.0,267.0,267.0,267.0,286.0
No_of_Institutions,69.0,68.0,74.0,77.0,103.0,100.0,107.0
