AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.2,0.6,0.9,0.2,0.5,0.9,0.9,0.5,0.5
Institutional_Ownership,92.8,94.1,96.0,92.5,95.7,96.7,99.1,,
Net_Insider_Purchases,35.0,-23.0,-21.0,8.0,21.0,213.0,198.0,14.0,9.0
No_of_Employees,5283.0,5000.0,5000.0,4969.0,4969.0,4969.0,4969.0,4814.0,4814.0
No_of_Institutions,351.0,363.0,360.0,333.0,334.0,341.0,356.0,341.0,343.0
