AAII_KEY_STATISTICS_DATA,05/29/2021,02/27/2021,11/28/2020,08/29/2020,05/30/2020
Insider_Ownership,0.4,0.0,0.0,0.4,0.4
Institutional_Ownership,,87.9,86.6,88.3,86.1
Net_Insider_Purchases,64.0,-1.0,-2.0,43.0,68.0
No_of_Employees,7600.0,7600.0,7600.0,7600.0,7600.0
No_of_Institutions,395.0,382.0,391.0,377.0,382.0
