AAII_KEY_STATISTICS_DATA,04/30/2022,01/31/2022,07/31/2021,04/30/2021
Insider_Ownership,3.4,3.4,3.4,3.4
Institutional_Ownership,10.5,10.5,10.5,10.5
Net_Insider_Purchases,-472.0,-472.0,-472.0,-472.0
No_of_Employees,4.0,3.0,3.0,3.0
No_of_Institutions,1.0,1.0,1.0,1.0
