AAII_KEY_STATISTICS_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,,,0.0,0.0,
Institutional_Ownership,38.7,16.3,14.5,19.6,19.6
Net_Insider_Purchases,0.0,0.0,0.0,120.0,120.0
No_of_Employees,13.0,13.0,13.0,9.0,9.0
No_of_Institutions,108.0,77.0,71.0,78.0,82.0
