AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,1.9,10.7,10.9,1.1,11.9,12.6,12.9,13.9,14.3
Institutional_Ownership,,91.7,63.3,68.3,76.9,67.3,84.6,86.6,88.6
Net_Insider_Purchases,3.0,-607.0,1.0,108.0,396.0,-209.0,-197.0,333.0,315.0
No_of_Employees,900.0,950.0,950.0,600.0,600.0,600.0,600.0,500.0,500.0
No_of_Institutions,206.0,188.0,177.0,169.0,169.0,150.0,148.0,144.0,140.0
