AAII_KEY_STATISTICS_DATA,07/02/2022,12/31/2021,07/03/2021,04/03/2021,12/31/2020,06/27/2020
Insider_Ownership,0.6,0.6,0.6,0.6,0.6,0.6
Institutional_Ownership,8.9,9.0,8.9,10.2,9.7,9.5
Net_Insider_Purchases,0.0,0.0,0.0,0.0,0.0,0.0
No_of_Employees,18000.0,18369.0,18000.0,17914.0,17914.0,17637.0
No_of_Institutions,250.0,257.0,268.0,278.0,268.0,264.0
