AAII_KEY_STATISTICS_DATA,12/31/2022,06/30/2021
Insider_Ownership,,
Institutional_Ownership,8.8,1.4
Net_Insider_Purchases,0.0,0.0
No_of_Employees,98.0,98.0
No_of_Institutions,4.0,3.0
