AAII_KEY_STATISTICS_DATA,07/31/2020,04/30/2020
Insider_Ownership,,0.1
Institutional_Ownership,0.0,0.0
Net_Insider_Purchases,0.0,0.0
No_of_Employees,24.0,24.0
No_of_Institutions,0.0,0.0
