AAII_KEY_STATISTICS_DATA,01/31/2023,07/31/2022,01/31/2022,07/31/2021,01/31/2021,07/31/2020,04/30/2020
Insider_Ownership,1.5,3.9,3.8,1.3,2.6,3.0,3.1
Institutional_Ownership,91.9,89.7,87.4,85.3,85.7,80.6,79.7
Net_Insider_Purchases,-104.0,1168.0,1386.0,-78.0,229.0,75.0,583.0
No_of_Employees,2487.0,2172.0,2172.0,1934.0,1934.0,2046.0,2046.0
No_of_Institutions,442.0,445.0,431.0,370.0,397.0,379.0,370.0
