AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021
Insider_Ownership,,1.0,0.0,,0.0,0.0
Institutional_Ownership,9.3,6.6,9.1,14.4,13.8,
Net_Insider_Purchases,0.0,28.0,0.0,0.0,0.0,0.0
No_of_Employees,6.0,9.0,4.0,4.0,4.0,4.0
No_of_Institutions,13.0,7.0,12.0,9.0,8.0,
