AAII_KEY_STATISTICS_DATA,06/24/2022,03/25/2022,09/24/2021,06/25/2021,03/26/2021,12/25/2020,09/25/2020,06/26/2020
Insider_Ownership,0.5,0.5,0.5,0.7,0.7,0.9,0.7,0.7
Institutional_Ownership,,,,,,,,98.7
Net_Insider_Purchases,-42.0,4.0,-48.0,17.0,-38.0,-44.0,-26.0,-20.0
No_of_Employees,14235.0,12189.0,12189.0,12189.0,11506.0,11506.0,11506.0,11506.0
No_of_Institutions,358.0,374.0,342.0,325.0,334.0,320.0,332.0,323.0
