AAII_KEY_STATISTICS_DATA,12/31/2022,03/31/2022,12/31/2021,06/30/2021
Insider_Ownership,17.7,18.2,9.4,15.3
Institutional_Ownership,14.6,23.9,24.1,55.6
Net_Insider_Purchases,1266.0,2532.0,204.0,-745.0
No_of_Employees,193.0,224.0,224.0,
No_of_Institutions,24.0,28.0,25.0,31.0
