AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020
Insider_Ownership,0.3,0.3,0.3,0.5,0.5,0.5
Institutional_Ownership,80.2,79.7,84.6,84.2,83.8,0.0
Net_Insider_Purchases,-100331.0,-100088.0,-180155.0,160410.0,294438.0,294438.0
No_of_Employees,68000.0,68000.0,50000.0,50000.0,50000.0,50000.0
No_of_Institutions,427.0,425.0,398.0,322.0,220.0,0.0
