AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021
Insider_Ownership,0.2,0.2,0.0
Institutional_Ownership,63.5,61.7,0.0
Net_Insider_Purchases,40.0,2342.0,1.0
No_of_Employees,0.0,0.0,0.0
No_of_Institutions,43.0,41.0,0.0
