AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.9,,2.7,1.1,1.6,2.3,2.4,1.3,1.3
Institutional_Ownership,11.5,11.5,11.8,13.3,18.5,18.6,19.5,17.5,17.5
Net_Insider_Purchases,77.0,0.0,47.0,-1.0,3.0,27.0,31.0,9.0,9.0
No_of_Employees,192.0,190.0,190.0,214.0,214.0,214.0,214.0,214.0,214.0
No_of_Institutions,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0
