AAII_KEY_STATISTICS_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.3,0.3,0.4,0.4
Institutional_Ownership,99.8,98.9,99.6,
Net_Insider_Purchases,26.0,43.0,39.0,21.0
No_of_Employees,9000.0,9000.0,10100.0,10100.0
No_of_Institutions,275.0,274.0,275.0,275.0
