AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021
Insider_Ownership,5.0,2.8,4.2,5.9,9.0
Institutional_Ownership,20.1,29.5,23.5,31.1,22.2
Net_Insider_Purchases,1559.0,-1450.0,-758.0,514.0,1836.0
No_of_Employees,156.0,156.0,120.0,120.0,120.0
No_of_Institutions,114.0,103.0,125.0,109.0,86.0
