AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021
Insider_Ownership,,,,
Institutional_Ownership,84.7,68.9,52.5,0.0
Net_Insider_Purchases,,,,
No_of_Employees,1727.0,1727.0,1238.0,1238.0
No_of_Institutions,76.0,84.0,54.0,0.0
