AAII_KEY_STATISTICS_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,1.1,0.9,1.3,1.3,0.8,0.8
Institutional_Ownership,92.2,93.9,96.7,,,
Net_Insider_Purchases,28.0,7.0,60.0,54.0,6.0,6.0
No_of_Employees,3600.0,3600.0,3600.0,3600.0,3400.0,3400.0
No_of_Institutions,234.0,238.0,249.0,255.0,250.0,246.0
