AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.0,0.1,0.0,0.1,0.1,0.1,3.6,3.6
Institutional_Ownership,58.0,57.0,57.3,56.6,56.4,47.4,48.3,48.0
Net_Insider_Purchases,2.0,5.0,-10.0,4.0,5.0,4.0,9.0,9.0
No_of_Employees,92.0,92.0,102.0,102.0,102.0,102.0,94.0,94.0
No_of_Institutions,492.0,480.0,441.0,418.0,353.0,290.0,280.0,288.0
