AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Insider_Ownership,,,2.4,2.3,17.9,,,
Institutional_Ownership,26.7,27.1,27.7,28.3,28.3,28.5,28.8,29.3
Net_Insider_Purchases,0.0,0.0,430.0,495.0,2880.0,0.0,0.0,0.0
No_of_Employees,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
No_of_Institutions,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
