AAII_KEY_STATISTICS_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021
Insider_Ownership,,,,
Institutional_Ownership,0.3,0.2,0.1,0.3
Net_Insider_Purchases,,,,
No_of_Employees,111.0,95.0,95.0,66.0
No_of_Institutions,3.0,3.0,4.0,5.0
